BASEDATE	BASEVALUE	BLENDADMIN	BLENDDESC	BLENDID	CLIENTID	DATAPROVIDER	DATASOURCE	ENDDATE	FIRSTDELIVERY	FKEY	INDEXDESC	ITEM	LASTDELIVERY	LASTEDITOR	PERIOD	REBALANCING_FREQ	STARTDATE	SYSTEM	UPDATED	USERID	WEIGHT	XLENDDATE	XLSTARTDATE
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	FMHF5LJU	DJUBGBT	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.036000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	HFR Hedge Fund Research Inc	Hedge Fund Research Indices		2013-05-27	FMHF5LJU	HFRXGL		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.033000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	FTSE Group	FTSE EPRA/NAREIT		2013-05-27	FMHF5LJU	ELUK		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.016000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	FMHF5LJU	UKIPDRIF	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.016000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	FMHF5LJU	GBPLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.043000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-27	FMHF5LJU	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.255000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS100	UKS100	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-27	FMHF5LJU	UK17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.180000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FNXGUW4E	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.020000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FNXGUW4E	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.110000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-27	FNXGUW4E	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.400000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FNXGUW4E	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.010000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FNXGUW4E	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.040000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	Markit Group Limited	iBoxx Indices		2013-05-27	FNXGUW4E	IXBV		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.090000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index		2013-05-27	FNXGUW4E	IL01		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.090000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-27	FNXGUW4E	UK17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.170000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FNXGUW4E	EMGL.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.020000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS101	UKS101	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	FNXGUW4E	GBPLIBOR3M	Price Index	2015-08-13	RIMES-FS	2	Monthly Business		SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.050000000		
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index		2013-05-27	FVXGHQSL	IL01		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.040000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FVXGHQSL	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.270000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FVXGHQSL	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.100000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-27	FVXGHQSL	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.200000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	Markit Group Limited	iBoxx Indices		2013-05-27	FVXGHQSL	IXBV		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.110000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	FVXGHQSL	GBPLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.050000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FVXGHQSL	EMGL.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.050000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-27	FVXGHQSL	UK17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.100000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FVXGHQSL	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.060000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS102	UKS102	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	FVXGHQSL	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:20	HSBCAMCADIS-FTP	0.020000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-27	F3KTQTLU	UK17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.066000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	EMGL.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.037000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.046000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.032000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.054000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-27	F3KTQTLU	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.353000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.104000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	Markit Group Limited	iBoxx Indices		2013-05-27	F3KTQTLU	IXBV		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.084000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	F3KTQTLU	DJUBGBT	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.041000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F3KTQTLU	WRLD.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.035000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index		2013-05-27	F3KTQTLU	IL01		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.035000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	HFR Hedge Fund Research Inc	Hedge Fund Research Indices		2013-05-27	F3KTQTLU	HFRXGL		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.040000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	FTSE Group	FTSE EPRA/NAREIT		2013-05-27	F3KTQTLU	ELUK		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.018500000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	F3KTQTLU	UKIPDRIF	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.018500000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	F3KTQTLU	GBPLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.025000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS103	UKS103	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	F3KTQTLU	LPX50Iú	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.011000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F9GHFS3B	WRLD.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.010000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-27	F9GHFS3B	UK17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.357000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-27	F9GHFS3B	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.102000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F9GHFS3B	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.036000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F9GHFS3B	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.019000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	Markit Group Limited	iBoxx Indices		2013-05-27	F9GHFS3B	IXBV		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.093000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-27	F9GHFS3B	GBPLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.196000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index		2013-05-27	F9GHFS3B	IL01		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.144000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F9GHFS3B	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.022000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS104	UKS104	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-27	F9GHFS3B	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.021000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	WRLD.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.014000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	EMGL.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.020000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.027000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.025000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-31	FZGLJ3AB	EU17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.147000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-31	FZGLJ3AB	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.067000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-31	FZGLJ3AB	LPX50Iú	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.019000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.228000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-05-31	FZGLJ3AB	SBEBU		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.134000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-31	FZGLJ3AB	EURLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.050000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-31	FZGLJ3AB	DJUBGBT	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.045000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	FTSE Group	FTSE EPRA/NAREIT		2013-05-31	FZGLJ3AB	EPEU		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.023000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-31	FZGLJ3AB	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.089000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series B)		2013-05-31	FZGLJ3AB	538		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.079000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS105	UKS105	GB-HSBCAM	HFR Hedge Fund Research Inc	Hedge Fund Research Indices		2013-05-31	FZGLJ3AB	HFRXGL		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.033000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	Bloomberg Data Solutions	Private DB - HSBC AMG - Bloomberg Data License		2013-05-28	FC1UIOII	EU17	Total Return	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.252000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-28	FC1UIOII	JP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.025000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-28	FC1UIOII	US.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.030000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-28	FC1UIOII	WRLD.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.010000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-28	FC1UIOII	PAJP.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.015000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	Citigroup Inc	Citigroup International Fixed Income		2013-05-28	FC1UIOII	SBEBU		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.243000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series B)		2013-05-28	FC1UIOII	538		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.117000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-05-28	FC1UIOII	FTSEAS		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.029000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	MSCI	MSCI Equity Indices		2013-05-28	FC1UIOII	EUGB.R		2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.101000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS106	UKS106	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend		2013-05-28	FC1UIOII	EURLIBOR3M	Price Index	2015-08-13	RIMES-FS	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-02-05 12:27:21	HSBCAMCADIS-FTP	0.178000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS107	UKS107	GB-HSBCAM	FTSE Group	FTSE UK Indices		2013-07-16	FBTDZ0MO	FTSEAS		2015-08-14	RIMES-CD1	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-03-24 10:19:21	HSBCAMCADIS-FTP	0.450000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS107	UKS107	GB-HSBCAM	S&P Dow Jones Indices LLC	S&P Index Alert		2013-07-16	FBTDZ0MO	SP500		2015-08-14	RIMES-CD1	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-03-24 10:19:21	HSBCAMCADIS-FTP	0.050000000		41274
2012-12-31	1000.000000000	<Blend Administrator>	UKS107	UKS107	GB-HSBCAM	FTSE Group	FTSE All World		2013-07-16	FBTDZ0MO	FTRWEK		2015-08-14	RIMES-CD1	1	Monthly Business	2012-12-31	SYS-MARKIT-EDM	2015-03-24 10:19:21	HSBCAMCADIS-FTP	0.050000000		41274
