BASEDATE	BASEVALUE	BLENDADMIN	BLENDDESC	BLENDID	CLIENTID	DATAPROVIDER	DATASOURCE	ENDDATE	FIRSTDELIVERY	FKEY	INDEXDESC	ITEM	LASTDELIVERY	LASTEDITOR	PERIOD	REBALANCING_FREQ	STARTDATE	SYSTEM	UPDATED	USERID	WEIGHT	XLENDDATE	XLSTARTDATE
2007-12-31	1000.000000000	<Blend Administrator>	HKC76	HKC76	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				C5A0				1	Monthly Business	2007-12-31			HALBIS-FTP	0.800000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC76	HKC76	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				G5O2				1	Monthly Business	2007-12-31			HALBIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC77	HKC77	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				UN05				1	Monthly Business	2007-12-31			HALBIS-FTP	0.800000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	HKC77	HKC77	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				G5L0				1	Monthly Business	2007-12-31			HALBIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	LBFITC1	LBFITC1	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2011-05-09	F4O9PG1D	8043	Total Return in British Pound Sterling	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.250000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	LBFITC1	LBFITC1	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2011-05-09	F4O9PG1D	8044	Total Return in British Pound Sterling	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.250000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	LBFITC1	LBFITC1	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2011-05-09	F4O9PG1D	8056	Total Return in British Pound Sterling	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.500000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	LBFITC2	LBFITC2	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2011-05-12	FNFD1XKA	8048	Total Return in British Pound Sterling	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.750000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	LBFITC2	LBFITC2	GB-HSBCAM	Barclays	Barclays Fixed Income Indices (Series L)		2011-05-12	FNFD1XKA	16754	Total Return in British Pound Sterling	2015-08-14	RIMES-FS	1	Monthly Business	2007-12-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.250000000		39447
2013-07-31	1000.000000000	<Blend Administrator>	LBFITC3	LBFITC3	GB-HSBCAM	Barclays	Barclays Fixed Income ABS Indices		2013-07-30	FTATBDLI	21892	Total Return in Euros	2015-08-14	RIMES-FS	1	Monthly Business	2013-07-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.600000000		41486
2013-07-31	1000.000000000	<Blend Administrator>	LBFITC3	LBFITC3	GB-HSBCAM	Markit Group Limited	Markit CMBX Indices		2013-07-30	FTATBDLI	137BEKAD4	Clean Price	2015-08-14	RIMES-FS	1	Monthly Business	2013-07-31	SYS-MARKIT-THINKF	2014-12-08 13:33:10	HALBIS-FTP	0.400000000		41486
2007-12-31	1000.000000000	<Blend Administrator>	MLFITC1	MLFITC1	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				C5A0				1	Monthly Business	2007-12-31			HALBIS-FTP	0.800000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	MLFITC1	MLFITC1	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				G5O2				1	Monthly Business	2007-12-31			HALBIS-FTP	0.200000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	MLFITC2	MLFITC2	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				UN05				1	Monthly Business	2007-12-31			HALBIS-FTP	0.800000000		39447
2007-12-31	1000.000000000	<Blend Administrator>	MLFITC2	MLFITC2	GB-HSBCAM	Merrill Lynch	Merrill Lynch Fixed Income				G5L0				1	Monthly Business	2007-12-31			HALBIS-FTP	0.200000000		39447
2015-03-31	1000.000000000	<Blend Administrator>	HKC107_HSBCAMAIM	HKC107_HSBCAMAIM	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2015-06-10	F7WGHAJZ	ALBIHK		2015-08-13	RIMES-MI	1	Monthly Business	2015-03-31	SYS-BBRG-AIM	2015-06-26 15:13:55	HSBCAMAIM-FTP	0.200000000		42094
2015-03-31	1000.000000000	<Blend Administrator>	HKC107_HSBCAMAIM	HKC107_HSBCAMAIM	GB-HSBCAM	Citigroup Inc	Private DB - HSBC AMG - Citigroup Indices		2015-06-10	F7WGHAJZ	WBIGXFF		2015-08-13	RIMES-MI	1	Monthly Business	2015-03-31	SYS-BBRG-AIM	2015-06-26 15:13:55	HSBCAMAIM-FTP	0.800000000		42094
2014-09-30	100.000000000	<Blend Administrator>	1	1	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				EK2903780				1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	1.000000000		41912
2014-09-30	100.000000000	<Blend Administrator>	2	2	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				EI7062223				1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	1.000000000		41912
2014-09-30	100.000000000	<Blend Administrator>	A	A	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				HBFI:EK2903780				1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	1.000000000		41912
2009-12-31	100.000000000	<Blend Administrator>	AA	AA	GB-HSBCAM						DUMMY				1		2009-12-31			HSBCAMCADIS-FTP	0.010000000		40178
2014-12-31	100.000000000	<Blend Administrator>	AAT_029	AAT_029	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG03	Total Return			1	Quarterly Calendar	2014-12-31			HSBCAMCADIS-FTP	40.000000000		42004
2014-12-31	100.000000000	<Blend Administrator>	AAT_029	AAT_029	GB-HSBCAM	FTSE Group	FTSE UK Indices				FTSEAS				1	Quarterly Calendar	2014-12-31			HSBCAMCADIS-FTP	42.000000000		42004
2014-12-31	100.000000000	<Blend Administrator>	AAT_029	AAT_029	GB-HSBCAM	FTSE Group	FTSE All World				FTRWWK				1	Quarterly Calendar	2014-12-31			HSBCAMCADIS-FTP	18.000000000		42004
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG0A	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	10.115000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG06	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	2.155000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG0B	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	12.919000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG01	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	9.837000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE GILT Government Bond Index				BG07	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	5.479000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	Markit Group Limited	iBoxx Indices				IXNC	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	10.829000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				GBPLIBID1WK	Price Index			1		2015-01-30			HSBCAMCADIS-FTP	3.059000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	Markit Group Limited	iBoxx Indices				IXQP	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	2.914000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	Markit Group Limited	iBoxx Indices				IYIR	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	8.963000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	Markit Group Limited	iBoxx Indices				IYJC	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	8.419000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	MSCI	MSCI Equity Indices				EUGB.R				1		2015-01-30			HSBCAMCADIS-FTP	2.222000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	S&P Dow Jones Indices LLC	S&P Index Alert				SP500				1		2015-01-30			HSBCAMCADIS-FTP	4.585000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	Tokyo Stock Exchange Group, Inc.	Tokyo Stock Exchange (TSE) Indices				TOPX				1		2015-01-30			HSBCAMCADIS-FTP	0.724000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	MSCI	MSCI Equity Indices				R016.R				1		2015-01-30			HSBCAMCADIS-FTP	1.370000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	MSCI	MSCI Equity Indices				EMGL.R				1		2015-01-30			HSBCAMCADIS-FTP	2.776000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	JPMorgan Chase & Co.	J.P. Morgan - GBI-EM SERIES - Government Bond Indices - Emerging Markets				GBI_EMGD	Total Return in British Pound Sterling			1		2015-01-30			HSBCAMCADIS-FTP	0.738000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				SONIA200	Price Index			1		2015-01-30			HSBCAMCADIS-FTP	0.827000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	RIMES Technologies Corporation	User Data				USDLIB3M600	Price Index in British Pound Sterling			1		2015-01-30			HSBCAMCADIS-FTP	0.352000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	RIMES Technologies Corporation	User Data				DUMMY	Price Index			1		2015-01-30			HSBCAMCADIS-FTP	0.443000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE UK Indices				FC17535	Total Return			1		2015-01-30			HSBCAMCADIS-FTP	3.038000000		42034
2015-01-30	100.000000000	<Blend Administrator>	AAT_030	AAT_030	GB-HSBCAM	FTSE Group	FTSE UK Indices				FTSEASXT	Gross Index			1		2015-01-30			HSBCAMCADIS-FTP	8.236000000		42034
2014-07-30	100.000000000	<Blend Administrator>	AMHK6	AMHK6	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2014-08-29	FMC29E9O	ALBIHKGV		2015-08-14	RIMES-FS	1	Monthly Business	2014-07-30	SYS-MARKIT-EDM	2015-07-06 13:55:39	HSBCAMCADIS-FTP	0.600000000		41850
2014-07-30	100.000000000	<Blend Administrator>	AMHK6	AMHK6	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices		2014-08-29	FMC29E9O	ALBIHKNGV		2015-08-14	RIMES-FS	1	Monthly Business	2014-07-30	SYS-MARKIT-EDM	2015-07-06 13:55:39	HSBCAMCADIS-FTP	0.400000000		41850
2014-09-30	100.000000000	<Blend Administrator>	AMHK7CADIS	AMHK7CADIS	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				ALBIHKNGV				1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.550000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7CADIS	AMHK7CADIS	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND1CADIS	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7CADIS	AMHK7CADIS	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND2CADIS	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7LOC	AMHK7LOC	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND1LOC	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7LOC	AMHK7LOC	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND2LOC	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7LOC	AMHK7LOC	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				ALBIHKNGV	Total Return			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.550000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7POINT	AMHK7POINT	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND1	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7POINT	AMHK7POINT	GB-HSBCAM	RIMES Technologies Corporation	RIMES Blend				BOND2	Price Index			1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.225000000		41912
2014-09-30	100.000000000	<Blend Administrator>	AMHK7POINT	AMHK7POINT	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				ALBIHKNGV				1	Monthly Business	2014-09-30			HSBCAMCADIS-FTP	0.550000000		41912
2014-11-28	1000.000000000	<Blend Administrator>	AMHK8CADIS	AMHK8CADIS	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				ALBIHKNGV13				1	Monthly Business	2014-11-28			HSBCAMCADIS-FTP	0.800000000		41971
2014-11-28	1000.000000000	<Blend Administrator>	AMHK8CADIS	AMHK8CADIS	GB-HSBCAM	Euromoney Institutional Investor PLC.	Private DB - HSBC AMG - HSBC Indices				ADBI_AMHKHD	Total Return in US Dollars			1	Monthly Business	2014-11-28			HSBCAMCADIS-FTP	0.200000000		41971
2014-10-31	1000.000000000	<Blend Administrator>	AMHK8POINT	AMHK8POINT	GB-HSBCAM	Euromoney Institutional Investor PLC.	HSBC Fixed Income Indices				ALBIHKNGV13				1	Monthly Business	2014-10-31			HSBCAMCADIS-FTP	0.800000000		41943
2014-10-31	1000.000000000	<Blend Administrator>	AMHK8POINT	AMHK8POINT	GB-HSBCAM	Euromoney Institutional Investor PLC.	Private DB - HSBC AMG - HSBC Indices				ADBI_AMHKHD	Total Return in US Dollars			1	Monthly Business	2014-10-31			HSBCAMCADIS-FTP	0.200000000		41943
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJC	APXHJC	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP	APXHJCANIPIP	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP	APXHJCANIPIP	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP	APXHJCANIPIP	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP	APXHJCANIPIP	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP	APXHJCANIPIP	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2012-06-15	1031.524998606	<Blend Administrator>	APXHJCANIPIP-HISTORY	APXHJCANIPIP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1031.524998606	<Blend Administrator>	APXHJCANIPIP-HISTORY	APXHJCANIPIP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1031.524998606	<Blend Administrator>	APXHJCANIPIP-HISTORY	APXHJCANIPIP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1031.524998606	<Blend Administrator>	APXHJCANIPIP-HISTORY	APXHJCANIPIP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2012-06-15			HSBCAMCADIS-FTP			41075
2012-06-15	1031.524998606	<Blend Administrator>	APXHJCANIPIP-HISTORY	APXHJCANIPIP-HISTORY	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2012-06-15			HSBCAMCADIS-FTP			41075
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP-OLD	APXHJCANIPIP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP-OLD	APXHJCANIPIP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP-OLD	APXHJCANIPIP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP-OLD	APXHJCANIPIP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCANIPIP-OLD	APXHJCANIPIP-OLD	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2007-12-31			HSBCAMCADIS-FTP			39447
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC100	APXHJCBLENDHKC100	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTATH				1		2010-12-31			HSBCAMCADIS-FTP			40543
2010-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC101	APXHJCBLENDHKC101	GB-HSBCAM	FTSE Group	FTSE All World				FTATW				1		2010-12-31			HSBCAMCADIS-FTP			40543
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAAU				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAID				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAIN				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAKR				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAMY				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTANZ				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAPH				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTAPK				1		2007-12-31			HSBCAMCADIS-FTP			39447
2007-12-31	1000.000000000	<Blend Administrator>	APXHJCBLENDHKC94	APXHJCBLENDHKC94	GB-HSBCAM	FTSE Group	FTSE All World				FTASG				1		2007-12-31			HSBCAMCADIS-FTP			39447
