BACKDATE	CLIENTID	DATE	FEEDID	FEEDTYPE	FKEY	LEVEL	SYSTEM	USERID
	GB-HSBCAM	2015-08-24	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-25	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-26	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-27	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-28	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-31	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-01	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-02	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-03	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-04	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-07	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-08	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-09	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-10	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-11	HBC1_EM50SIG_IDX_HSBC_APT	Index	F1GFHJP4	Index	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-20	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	LBFI_INDEX_GL	Index	F1KLECZT	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	JPFI_JPGLHUSD_FI	Undefined	F1OEFDV1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	HBFI_HSCHNGV_FI	Constituent	F1PMNIND	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
2015-08-28	GB-HSBCAM	2015-08-31	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	LBFI_29019_FI	Constituent	F1QBHQYK	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	BLND_HKC68_FI	Blend	F1U3RYPV	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	HSBC_GAM_POINT_SECTOR_HBC1_EM50SIG50LIG	Custom	F1V9UY5I	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-30	HSBC_GAM_POINT_SECTOR_HBC1_EM50SIG50LIG	Custom	F1V9UY5I	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-20	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	SBFI_SBWG13C_APOLLO_FI	Constituent	F1WIFI6Z	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-21	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-24	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-25	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-26	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-27	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-28	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-31	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-01	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-02	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-03	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-04	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-07	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-08	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-09	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-10	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-09-11	JPGE_GBI_EMGD_CONS_HSBC_APT	Constituent	F21JGRT7	Constituent	APT	HSBCAMIDS-FTP
	GB-HSBCAM	2015-08-20	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	BLND_HKS82_FI	Blend	F21LENAA	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	BLND_UKS14_FI	Blend	F23IFVNU	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_FR40_FI	Blend	F29NDW7N	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
