BACKDATE	CLIENTID	DATE	FEEDID	FEEDTYPE	FKEY	LEVEL	SYSTEM	USERID
	GB-HSBCAM	2015-08-20	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	BLND_HKC69_FI	Blend	F03EGZA1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	JPCU_EM85S07_FI	Undefined	F03PDN0B	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	ETF_ADVANCE_CORP_ACTIONS_HBC4	Undefined	F07DJQLH	Constituent	Client internal system	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	CASH_USDLIBOR1M200B	Undefined	F08R8UOE	Undefined	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	HSBC_POINT_VALIDATION_BLEND_HKC91	Blend	F08UMXIH	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-30	HSBC_POINT_VALIDATION_BLEND_HKC91	Blend	F08UMXIH	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-20	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	BLND_FR45_FI	Blend	F0ABW6JM	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	MLFI_HE1C_FI	Constituent	F0CNA9FD	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	HBC4_INDEX	Index	F0DWCSJE	Index	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-31	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	MLCU_H1UEHUSD_FI	Constituent	F0EGZH5Q	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-21	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-24	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-25	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-26	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-27	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-28	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-31	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-01	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-02	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-03	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-04	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
2015-09-04	GB-HSBCAM	2015-09-07	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-08	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-09	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-10	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-09-11	HSBC_GAM_POINT_PRICES_HBC1_JACI7020	Custom	F0HFOWT4	Constituent	Barclays POINT	HSBCAMPOINT-FTP
	GB-HSBCAM	2015-08-20	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
2015-08-28	GB-HSBCAM	2015-08-31	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-01	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-02	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-03	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-04	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-07	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-08	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-09	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-10	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-09-11	FTUK_FTSE1R_EQ	Constituent	F0JR3TPL	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-20	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-21	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-24	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-25	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-26	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-27	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
	GB-HSBCAM	2015-08-28	MSTF_MS137275_EQ	Constituent	F0MGWGB1	Constituent	EDM (former CADIS)	HSBCAMCADIS-FTP
